content,rate,rate_label,time,user_name,subject_id,anime_title
本来觉得3D挺看不进去的  啊啊啊486可爱腻  mmk这个美啊 一开始觉得nina这个b性格挺烦的 但是他就是那种不服输的性格啊   老子就是喜欢这种直击心灵的番 终于可以看到不同风格的乐队番了 不再是人物类似 也不是剧情类似 nina篇还是挺感动挺戳我的  第十集真夯爆了 成长与青春共鸣 冰！！！！！！！,8,力荐,2026-1-30 22:25,喜之郎,431767,girls band cry
"小孩姐我还挺喜欢的，其中印象深刻的与父亲和解、很多女女关系的吵架和解都很不错。
但是故事完整性欠缺，同时人物塑造没有mygo的出色，gbc当中后期加入的两个角色在前期的画面太少，以至于到后期这俩角色与整个团体的互动性，给我观感一般。
最严重的问题是，我怎么总感觉这故事都不是马上下个阶段了，是在进入第一个阶段结尾的时候把结尾砍掉了，这给我极大的割裂感7.5-8分左右，没有mygo那么优秀，但也算值得一看的少女乐队题材作品，小孩姐刻画极其优秀。
不赞同小孩姐的价值观，但是欣赏她这种精神，可能也随之年龄越来越大，不再是希望成为而变成单纯的欣赏这类人了，我对小智的观感很一般，远没有在看mygo与母鸡卡对祥子的喜爱和乐趣，整个剧情当中桃香的之前的钻石星辰基本上就是纯背景板，她的那仨队友跟路人没啥区别，对粉毛刻画态度好，最后一集草草结束，有感动也有乐趣，但",7,推荐,2026-1-30 16:31,码头上没薯条,431767,girls band cry
ここ十年最強なバンドアニメ,10,超神作,2026-1-30 14:25,orikiyui,431767,girls band cry
11分，扣0.99分没有第二季，扣0.01分结尾曲没播完，扣零分结局没有赢,10,超神作,2026-1-30 13:38,gretino,431767,girls band cry
熙熙攘攘我们的青春,0,未评分,2026-1-30 12:32,yiyi,431767,girls band cry
歌好聽,8,力荐,2026-1-30 02:05,45LP,431767,girls band cry
你给我摇滚出去,7,推荐,2026-1-30 00:16,千里常有，而马不常有,431767,girls band cry
前面神，最后两集有点拉了,9,神作,2026-1-29 23:52,Null,431767,girls band cry
live演出很惊艳，全程3d毫无违和动作流畅得令人印象深刻，大部分曲子都很有jpop味，仁菜cv理名稚嫩但具有爆发力的声线也非常适合摇滚，美中不足的是对键盘手贝斯角色的塑造太少了，后半段剧情也略有赶工，感觉结束的较为突兀，是一部高开平走较为遗憾的作品,9,神作,2026-1-29 22:34,一根烤韭菜,431767,girls band cry
?,8,力荐,2026-1-29 21:47,clesa,431767,girls band cry
"...故事方面我认可了。
...但是除了空之箱以外的其他歌我自己真觉得听不下去。
唱太快了...风格不喜欢，
导致我在大量skip。
由于接受不了是我的问题，所以就不给6分了，给7分吧。算补偿一分。
但我不想看第二遍了。",7,推荐,2026-1-29 15:49,末永唯,431767,girls band cry
（1）,8,力荐,2026-1-29 08:43,Hong-2,431767,girls band cry
又是百合(？)，别急，我细细品尝,5,不过不失,2026-1-28 22:31,Mad,431767,girls band cry
主要割裂感来自戏外，二偶企划说不要资本有点奇异搞笑了。剧内最后几集有点左右脑互博，但动作流畅live好看能加不少分,7,推荐,2026-1-28 21:26,TrAveller7150,431767,girls band cry
制作很棒。但有雷点。,6,还行,2026-1-28 14:21,by63x66,431767,girls band cry
"音乐的角度我打10分，太爽了这个有刺无刺！当时是看了PV，好厉害的3D作画，还是原创番，我倒要看看是什么样的。

原创番……标准结局……不能说低走吧，很戛然而止的感觉？

动画剧情的处理上，人物故事线来说很喜欢第十集仁菜回家的这段情节。",8,力荐,2026-1-27 23:38,予禾,431767,girls band cry
小孩姐可爱捏。歌曲也不错。,8,力荐,2026-1-27 13:40,lennox,431767,girls band cry
"大量精细3d的运用，带来了出色的画面表现以及生动的角色表情动作，几个角色的配音贴合形象，歌也好听。但剧情上，正论怪物巨大冲击gbc（？
从人物行为来说，其他角色的成长都遵循“组乐队-乐队与雷点冲突-解决心结”的模式，传统好用。但作为叙事中心，剧情中反复强调与自己、与家庭、与队友、与钻团的冲突，会让我感受到一种“小孩姐为什么又在找事”的荒谬感。
从剧情层面看，乐队的所有重大转折，无论是成为职业乐队、还是与钻团的纠葛、抑或是出道后又光速退社，起因或导火索总可以归结到小孩姐。小孩姐做这些是为了证明自己？替mmk正名？反抗在学校遭受的不公？还是单纯的想做一个天天辩论的正论怪兽？这一系列事件的爆发是否考虑过队友？或者说，13集结束，我们看到的是成长的小孩姐，还是认为自己不需要成长的小孩姐？
而最后以退社结尾，都只能算是情绪低谷剧情平稳落地的小遗憾了。",7,推荐,2026-1-27 07:11,vapourbun,431767,girls band cry
非常好三弟动画,1,不忍直视,2026-1-27 00:03,吉成曜的弟弟吉成灶,431767,girls band cry
制作太强了，这3d水平甚至可以说是我在日本动画里见过最强的没有之一，人物的表情和动作演出做得非常出色。剧本前面都还不错，但最后两话过于糟糕且烂尾了。看到本片中最讨厌的粉毛都能被洗白，我还能说什么呢,7,推荐,2026-1-27 00:01,N,431767,girls band cry
2026-01-26 | 新时代少女乐队典范,8,力荐,2026-1-26 22:49,Rei,431767,girls band cry
最后一集很一般……感觉太快了。光速出道光速辞职,7,推荐,2026-1-26 10:49,汐璃,431767,girls band cry
重新看了遍，其实是可以给十分的，节奏和动画都是给后来人的新范式,10,超神作,2026-1-26 03:16,魏学沂,431767,girls band cry
剧情是乐队天花板,8,力荐,2026-1-25 11:02,缩暴帅,431767,girls band cry
很好，但是无聊,6,还行,2026-1-24 17:25,我要吃小豌豆,431767,girls band cry
7分但是歌+1分,8,力荐,2026-1-24 13:22,永遠花,431767,girls band cry
就还好！,6,还行,2026-1-24 09:08,为一时不知如何取名而悲伤,431767,girls band cry
二刷，虽然我不懂摇滚，但我感觉正论怪物很摇滚，结果路边一条很现实也很摇滚。从小时候被家长强迫为自己没做错的事道歉成为一辈子忘不掉的心理阴影，但不知什么时候开始一有人指出错误就唯唯诺诺地低头认错，心里再不爽但我只能安慰自己从经验来看这是最省事、最轻松的方法。就在前几天我骑车拐弯被路口冲出来的车撞了，那人刚爬起来就一口咬定我全责赔钱，看了看手表还有 5 分钟迟到，我再想理论也只能对对对然后赔钱走人，还要看他指高气昂地教训我以后拐弯记得长眼睛看路。至少对我这个被现实拷打而冷漠的灵魂来说，小孩姐这种我没有错的意志还是很感动的，在内心深处我也好想无视现实各种枷锁和这些咄咄逼人的家伙战斗到底啊(bgm38)。,0,未评分,2026-1-24 01:04,~翻~车~鱼~,431767,girls band cry
前半表现力十足很打动我，后半拉胯了,7,推荐,2026-1-24 00:39,末散,431767,girls band cry
你知道的，我一直都是刺团的粉丝,8,力荐,2026-1-23 22:58,水野じゅんこ,431767,girls band cry
美味的女乐，使我的大脑旋转。虽然是3d但是演出观感不差，矛盾1集内解决，比隔壁那个很多字母的好多了o(´^｀)o,8,力荐,2026-1-23 22:44,ウゲツ,431767,girls band cry
观感舒服 难得的3d了。配得上音乐番这个称呼。她们真的是在好好搞乐队搞信仰搞音乐啊！,8,力荐,2026-1-23 19:43,暑雨,431767,girls band cry
小孩姐有闹麻了，感觉不如mygo,7,推荐,2026-1-22 18:10,Kanomi,431767,girls band cry
觀感還不錯啊，尤其是後面。第八集最後嚇到我了，竟然真的這樣說了。第十集神回啊，我說過別拿親情刀我。看完了，可能找到評分低的其中一個理由？現實主義者向理想主義者致敬，雖說大多數人，包括我，在經過摧殘、挫折後，無可奈何向現實低頭，不過我很喜歡這動畫。「我沒有錯」，很喜歡仁菜的這句。的確呢，這世界可有問題了，如魯迅所說：「從來如此，便是對嗎？」別看不起理想主義者，也別笑被現實打敗的他們，因為我們也是。,8,力荐,2026-1-21 23:33,3QBomb,431767,girls band cry
3D制作丝滑灵动，名场面也比较多，然而断章的太突兀，剧情里呈现的很多矛盾雷声大雨点小。,7,推荐,2026-1-21 21:58,卧波云龙,431767,girls band cry
最喜欢的乐队番（之一？）,9,神作,2026-1-21 18:07,Ahat,431767,girls band cry
非常好的音乐番，令人眼前一亮的3D风格，活泼生动的剧情演绎，必定在音乐番史上留名，我唯一想吐槽的就是，为啥每次主角团开唱时，感觉音源就被换了，声音被压下去很多，不够爽,8,力荐,2026-1-21 00:01,AokeedeA,431767,girls band cry
live 真不赖，人设除了小孩都不错，但是小孩唱的歌真不赖吧。情节抛开 ep9~13 不谈也可以吧，ep12/13 像（x）就是大奋。还是期待一手第二季吧。能有这个分纯粹是歌不赖。7.7(+0.8),8,力荐,2026-1-20 21:30,bot,431767,girls band cry
五集弃，这部也算属于带着期待慕名而来的 前几集还挺好有意思有梗 但看着看着不想看了… 每集怎么都要老套的吵架争执下 剧情不够抓 老套的甚至看着没有很期待后面两人的加入 所以还是决定弃了，两星多一点吧多出来的给486 昂是很好很完美的，总结观感是不如孤独摇滚,4,较差,2026-1-20 16:34,小面汤,431767,girls band cry
后面写的不如前面，小孩姐的烦恼也感觉就那样，mmk开大车哭的那段算是全季最好的部分，以及声优到底打赢复活赛没有,8,力荐,2026-1-20 01:41,faronar,431767,girls band cry
"两段超级live，超级没尾剧情。
本身可以有6.5的样子，但是如果你的不甘心都是假的，现实里没办法回到五人团。小孩姐是动画里面的自己想要对抗的样子。很难过。
超级回旋，团队集齐，一起爽快live ，除了最后结尾没做好，别的都给我反抗的力量。是最好的少女乐队之作！最强少女乐队！",8,力荐,2026-1-19 12:05,05mengmeizi,431767,girls band cry
还行，特别是接住了mygo之后avemujica之前的时间。,6,还行,2026-1-19 08:11,许谎,431767,girls band cry
偏现实，偏励志，最大的缺点是没有第二季,7,推荐,2026-1-19 02:46,Rikka,431767,girls band cry
制作精良，理名演唱给力，东映前所未有的制作方式为角色精细度和观感加分不少，剧情方面只能说无功无过，除了仁菜意外没有看到其他角色太多的特色，更多的笔墨还是着在了仁菜内心的成长上了，但只能说我不大感冒。,8,力荐,2026-1-18 23:17,声优编集者,431767,girls band cry
我最喜欢花田的魔法了,9,神作,2026-1-18 22:49,生鱼,431767,girls band cry
剧情没有槽点；第八话是神回（主要是“老DD永不解散”，“老DD坚持原创”和“害怕新刺团重蹈覆辙”的矛盾），对MMK的心理描写很强大；486很好看，NINA很好看。,8,力荐,2026-1-18 09:56,1s77k,431767,girls band cry
神中神，夯中夯,10,超神作,2026-1-18 06:10,fxyll,431767,girls band cry
"无论是愤怒、喜悦还是悲伤，全都倾注其中。

作画，爽！音乐，爽！演出，爽！
剧情除了最后两集叙事节奏有明显问题之外整体是非常不错的。
也算是日摇启蒙（?）",9,神作,2026-1-17 12:26,Jason,431767,girls band cry
我需要第二季,8,力荐,2026-1-17 00:41,温庭筠,431767,girls band cry
高开低走了,7,推荐,2026-1-16 23:56,鸢一千纸鹤,431767,girls band cry
最后一集像是腰斩了，如果没有第二季的话其实是一个不太令人满意的结局。整体还行,8,力荐,2026-1-16 01:52,kairt,431767,girls band cry
补评论：少数我看着不难受到3D，优秀的音乐，有些瑕疵但无伤大雅的剧情，但我还是希望乐队其他角色也能有更多塑造……如果剧情停在空白与宣泄那首歌的那一集我可能会给更高分吧,8,力荐,2026-1-15 22:07,翎羽,431767,girls band cry
歌很好听 486酱很可爱 但是剧情不够完整 衔接有点生硬，总的来说不是一次失败的尝试,7,推荐,2026-1-15 17:36,冷月滴泪,431767,girls band cry
"歌好听 剧情也还不错 就是收尾有点略感仓促
。。。三次元企划能不能活过来啊东映？",7,推荐,2026-1-15 17:23,cc慢慢龟,431767,girls band cry
"高超的3d技术力背后是staff们的努力。
前面两集非常惊艳，后面关于青春成长的叙事我不喜欢。",6,还行,2026-1-15 15:04,mikoto334,431767,girls band cry
在本心方面，以愤怒为底色，把对不公和从众的抗争贯彻到底，仁菜是对的。在搞乐队方面，相比商业上迎合受众大卖的乐队，有个性和独立主题的乐队在立意上更高远，仁菜又对了。我不是不能输，但我不能违背我的本心，以及内心中燃烧的愤怒——我要尽我所有的力量，即使不能把一切打碎，也要用全身的刺给你们留下伤痕。对我而言，トゲナシトゲアリ的灵魂，这位不讨喜的正論モンスター，无疑是摇滚精神的绝佳体现。//很喜欢本作的仁菜part（ep1，ep10，ep13等），配上优秀的画面和曲目，情感演出非常精彩。乐队题材是适合写群像剧的，本作的人设也非常好，然而另几位主角有点可惜，除了桃香刻画稍多，看得出还有很多内容没有展开（展开好不好另说了）。//还是仁菜，一边大喊大叫，宣泄情绪，竖起小指；一边到处用佛像周边（？），在群聊里发佛像感谢表情包，这怎么能不算是另一种霹雳手段，菩萨心肠？,8,力荐,2026-1-15 00:26,香饵,431767,girls band cry
主线剧情我其实不想讨论什么，但是情节设计和表现力非常棒，如果不是结尾比较仓促，我要给出10分！剩下的都是k帧帕鲁的功劳，这个3d风格我真的非常喜欢，不知道这辈子还有没有下一次,8,力荐,2026-1-14 05:19,成神之日,431767,girls band cry
看不下去，算了感觉就不适合看这种乐队之类的番,0,未评分,2026-1-13 16:22,浇汁鲨鱼,431767,girls band cry
这番的看点首先就是3D了 算是我看过的3D表达的最完美的动画之一 角色表情 动作 舞台展示 都很灵动 和2D的优势比起来就是展示的更加完整。另外和其他的mygo mujica比起来 这番的重力实际上是关乎角色自身的成长 所以其实相对来说也不怎么重力。再加上角色的塑造其实也挺完善的 所以我认为算是很优秀的作品 缺点当然也有 也就是后期的剧情稍稍显得有些赶 算是个不大不小的遗憾吧。,8,力荐,2026-1-13 00:55,最喜欢老仓,431767,girls band cry
喜欢，就喜欢看这种的,8,力荐,2026-1-12 20:22,Hoshiro,431767,girls band cry
补标 25.9.13,7,推荐,2026-1-12 19:06,壹贰叁肆,431767,girls band cry
结尾收的有点粗糙 个人回没安排到位 3D很灵动完全是超一流水平  角色塑造挺有趣,0,未评分,2026-1-12 18:36,随便怎样吧,431767,girls band cry
可能我过了看正论怪物肆意任性的年纪了，看着27想出道出道，想对邦对邦，想退社退社只能感觉到队友为其擦屁股的无力感。剧情上最后三集的完成度堪称灾难，演出方面虽然是3d但微表情和肢体都相当令人眼前一亮，只是这样的高强度压榨也注定了其后期的乏力。,7,推荐,2026-1-12 18:15,白之島與貓,431767,girls band cry
看的时候有一种感觉：原来这就是真正的摇滚！摇滚的音乐，摇滚的剧情，摇滚的小孩姐,8,力荐,2026-1-12 00:15,xxf,431767,girls band cry
花田的魔法，高考前每次回家都爽看三集，高考的时候跟好哥们穿着她们三个live的衣服考的，我大概这辈子都不会忘记那个六月了吧,10,超神作,2026-1-11 21:53,椎名真物,431767,girls band cry
歌可以啊。,8,力荐,2026-1-11 21:27,Akira,431767,girls band cry
竖起小指吧！！,9,神作,2026-1-11 15:15,芙芙可爱,431767,girls band cry
"主唱唱功没的说，歌曲质量还算高
其实我对三渲二不是很感冒，但能感觉到用了心了
后半进度实在太赶，观感还算可以
总结:差点意思 给六分有歌的加成",6,还行,2026-1-11 01:46,砂糖橘ovo,431767,girls band cry
"每個玩樂團的人都有自己的理由，而本作的主角們正是因抱持著""我沒有錯""、""想反抗""、""想證明自己""的想法才聚集在了一起，這樣的情感宣洩，比孤獨搖滾來的猛烈，比mygo來的現實，將世間的不公與理念的不合全部釋放到音樂與歌聲中，這就是搖滾啊。而此類的題材正是花田的舒適圈，快速的劇情節奏讓觀眾不用在意劇情的細節只需隨著體會那豪放不羈的情緒流即可。本作的3D是另一個值得誇讚的點，絲滑順暢又Q彈的動作表現力不輸2D，頭一次覺得有這品質的3D那不用2D也行的動畫，而這背後是東映的帕魯們對著分鏡一幀幀K了三四年的心血。歌曲部分初聽沒特別喜歡，但意外地耐聽，現在刺團反而是最常聽的。結尾倉促的斷章算是本作唯一的遺憾，加上動畫完結後無後續企畫的消息便顯得有些不負責任。繼孤獨搖滾與mygo之後GBC也成功走出了屬於自己的路，不過照這製作進度就算有二期2028能出已經很樂觀了",8,力荐,2026-1-10 20:45,芒果咖啡,431767,girls band cry
结尾太仓促了,5,不过不失,2026-1-10 03:33,remelll,431767,girls band cry
"非常有创意且舒适的画面的画面风格

剧情的话也挺不错的，非常有趣，成不成熟占且不提",9,神作,2026-1-10 02:42,散礼,431767,girls band cry
"2024-06-29 看完
歌不如孤独摇滚，二创不如mygo，但是3D制作水平太强了",6,还行,2026-1-9 23:48,躁动的U型锁,431767,girls band cry
近些年真的很少看到这种只看第一集就想要追番的作品了；本作的3D作画水平相当出色，前期观感无敌，后面剧情质量有点下滑,7,推荐,2026-1-9 14:16,gokumonnadeshiko,431767,girls band cry
歌好听，模型好看,7,推荐,2026-1-8 21:13,白川遥,431767,girls band cry
很好的作品，但感觉还是差点意思,7,推荐,2026-1-8 17:25,TorrentTamer,431767,girls band cry
乐队！乐队！乐队！花田进场啦！花田进场啦！不要给星三任何机会！伟大的轻百合系构！在这一刻，他继承了昔日自己的光荣传统，小南极，京吹在这一刻灵魂附体，花田十辉，他代表了日本动画界写百合十倍出力的悠久传统！在这一刻，他不是一个人在战斗，他不是一个人！,8,力荐,2026-1-8 16:56,扶她进来,431767,girls band cry
每一个勇敢追梦的人都是最棒的！,7,推荐,2026-1-8 13:39,Mortis爱吃苦瓜,431767,girls band cry
剧情9/10分，音乐9/10分，但GBC的セルルック效果是我目前看过的所有番里面最鹤立鸡群的存在。最初也是因为看到了竖中指谢谢的切片，然后被セルルック的质量狠狠惊艳到了才去追的（很久之前被LoveLive! Sunshine!!粗制滥造的3DCG演出吓晕过，吃过的最好的3D细糠也不过是希德尼亚的骑士这种水平的，东映则是直接改变了我对CG动画的认知——妈的只要肯砸钱就能做出无敌的セルルック动画，穿插2D手绘是为了省经费说是）。但我并不是因为这个100/10分的制作才打的10分，打10分是因为我喜欢理名！！！,10,超神作,2026-1-8 06:12,Moroshima,431767,girls band cry
适合小市民的摇滚精神，祝愿每个486不必成为nina就能收获幸福,8,力荐,2026-1-8 03:46,存在主义爱丽丝,431767,girls band cry
nina是小孩,10,超神作,2026-1-7 13:45,dusk,431767,girls band cry
"前面忘了后面忘了，总之竖起中指
Ps：rupa的大雕同人真的很好看你知道吗",5,不过不失,2026-1-7 02:31,hbgodseeker,431767,girls band cry
這不比隔壁好嗎（。,7,推荐,2026-1-7 01:58,微恩,431767,girls band cry
"没看之前就被出圈的表情包刷爆过，近景手绘表情是真的精致，这种建模应该是我目前看过最精致的3D
不过远景依旧3D塑料感和Mygo一个通病
，剧情节奏上很流畅不会出现莫名其妙的小插曲（都有对应的伏笔），影响整条故事走向，一直低谷（详见Mujica），结尾略低于预期但也不算差
486是好女人...",9,神作,2026-1-6 23:39,olafbruce,431767,girls band cry
音乐无敌啊,8,力荐,2026-1-6 14:08,淏,431767,girls band cry
"制作和音乐是真的顶，小孩姐太牛了，就是不懂为什么live用录音室音源，临场感太差了，都不愿意改改混音，做成偶像番了
486一开始棒读也很出戏，到后面进步明显，可爱捏
剧情纯纯王道走向，结尾有点小孩过家家了...",8,力荐,2026-1-6 09:50,rr0r,431767,girls band cry
太爆了,8,力荐,2026-1-5 17:16,七月初七,431767,girls band cry
或许是近几年最喜欢的作品，集集有爆点，演出更是无需多言；确实存在很多问题，但看得很开心,8,力荐,2026-1-4 21:44,橘,431767,girls band cry
个人喜好加分，部分剧情处理不太满意,9,神作,2026-1-4 21:32,天幕,431767,girls band cry
7.6,7,推荐,2026-1-4 17:14,Ryooo,431767,girls band cry
不算好，但是好看。剧情上没有什么有深度的东西，女主相当神人，一些爆点甚至把我看笑了。有种商业化作品的感觉。不过换一种角度来说追番体验相当轻松愉悦。,7,推荐,2026-1-4 15:41,细小,431767,girls band cry
正如很多真正的乐队人所评价的那样，刺团的一切都太顺利了，显得有些失真，不过轻松一些的乐队番也没什么不好。东映的美术制作过于有能，顶尖的3d动画水准。,8,力荐,2026-1-4 15:04,H1yajo_Mah0,431767,girls band cry
快出第二季,7,推荐,2026-1-4 13:27,渚汐,431767,girls band cry
优秀的3d略带争议的剧情，疑似有点rock了,7,推荐,2026-1-3 17:47,lafea,431767,girls band cry
无感，不是花田的问题，是我的问题,6,还行,2026-1-3 13:42,Nanoha,431767,girls band cry
2025.1.14,7,推荐,2026-1-3 02:03,井上泷奈,431767,girls band cry
人物性格塑造出色，人物形象鲜明,8,力荐,2026-1-2 20:46,闪狐,431767,girls band cry
"有部分很割裂，整体不及预期
角色个性算是塑造出来了，矛盾很到位，乐队里形象各个都挺立体的，虽然是3d但是做的非常不错（看得出来很烧钱，脸部造型跟光影很用心
歌曲水平不算稳，就op跟番内其中两首比较好听。",8,力荐,2026-1-2 11:29,Ikeni,431767,girls band cry
前期很好，少见的好看3D，个性的人物塑造，不错的歌。但是后面几集的剧情有种完全可以没有的感觉,6,还行,2026-1-2 04:18,BGM饼干酸奶,431767,girls band cry
7.7分，好看的少女乐队番，需要第二季多来点live,8,力荐,2026-1-2 01:44,Mortis,431767,girls band cry
【7】这个3d制作真好，画风独特，故事主线很清晰，人物形象慢慢饱满让人印象深刻，人物的坚持都刻画的很清晰合理，但是本剧从头到尾一直强调女主一直都是正确的，真的有认真刻画出女主的成长吗？不过音乐对人物关系的和解和拉进起这净化心灵的关键作用，但第一季在结尾之前其实一直都还在处理乐队之外的困难，一直到最后一话真正在做好了一切努力之后仍遇到因为要坚持自己而出现的叫好不叫座的困难，同时最后一集也很好地诠释了妮娜的坚持，希望能有第二季，想看她们后面如何克服乐队叫好不叫座的困难，以及人物后续的成长,7,推荐,2026-1-1 23:45,czyhz,431767,girls band cry
这部是一直想看但放着没看的，因为评论老是刷到只有一个正常人，但是看了还好，第一季其实展开讲了2个人的故事没有想象中的负担，反而全程节奏舒适，每几集就会有小高潮，低谷不会一次性很久。然后是这个3D，让我开眼了。我很喜欢live时成员的表情，比如k一on，后面看Mygo感觉表情不够生动还有点遗憾，没想到同为3D的GBC做得那么好,9,神作,2026-1-1 19:41,枫笺集思,431767,girls band cry
音乐太好听了,10,超神作,2026-1-1 19:04,冬天会开花,431767,girls band cry
不赖,8,力荐,2026-1-1 01:46,尤莉,431767,girls band cry
"歌好听，就是后面几集有点急感觉，退事务所有点突然？希望有第二季，
2026元旦补，之前给低了，这绝对是对我意义非凡的一部番，有资格在我这拿到最高分",10,超神作,2026-1-1 00:52,LightningYu,431767,girls band cry
女同很美很萌很好吃,8,力荐,2025-12-31 13:00,aleeeee,431767,girls band cry
就是能笑着看，喜欢。,9,神作,2025-12-30 23:50,欧点奥,431767,girls band cry
歌好听人好看，剧情不错，有笑点有泪点，结尾仓促，不妨碍是一部制作很不错的少女乐队番,9,神作,2025-12-30 13:56,冬水泛滥,431767,girls band cry
好看，组乐队是对的,8,力荐,2025-12-29 20:06,just-luv,431767,girls band cry
小孩姐的人物塑造得很好，这就是ROCK。3D制作意外地很不错。,7,推荐,2025-12-28 15:04,rikka0612,431767,girls band cry
顶级3D制作,8,力荐,2025-12-27 12:19,🗿,431767,girls band cry
麻烦鬼！,7,推荐,2025-12-27 11:31,柠檬饼干,431767,girls band cry
大少女乐队时代的t1优秀作品，人物塑造立体，剧情扣人心弦，刺激点很多，看得贼爽。期待第二季。,9,神作,2025-12-27 10:39,loki,431767,girls band cry
（7-）该作对于自己的定位可以说非常不清晰，明明引入了如此真实的现实困境，解决方式却是又草率又儿戏，既不能让观众完全抛开现实体验演出的爽感，又不能在矛盾和困境面前给予一个令人信服的解决过程。不可否认短短13集就想驾驭五个人及其衍生出来的复杂关系网确实有些困难，大部分时间都只是浅尝辄止一笔带过，但为什么连最主要的仁菜的矛盾都能处理的如此崩坏，直接不管角色的行为逻辑以及心境变化开始强行包饺子。还有诸如演出像录音棚，音乐不出彩，结局仓促赶工等问题就不展开细讲了，只能说这番的槽点非常多但也不至于太过影响观看体验，估计是靠着丝滑成熟的三渲二技术以及浮于表面的情绪流演出支撑的,7,推荐,2025-12-26 23:49,健康芦苇,431767,girls band cry
歌好听，剧情比较典,7,推荐,2025-12-26 19:27,kino、,431767,girls band cry
（7.5/10）剧情推动全靠冲突对立是吧，但角色塑造这块还是很喜欢的,7,推荐,2025-12-26 19:07,Continental,431767,girls band cry
3d制作和音乐都是前所未有的优秀，作为东映的实验品来说是绝对合格的，人物塑造皆有特色，但总体剧情在整条时间线上是混乱的，缺乏条理性，单集拿出来看是不错的。但就这种超优秀的动画制作就足以被冠以神作之名。,9,神作,2025-12-26 16:11,hipon,431767,girls band cry
我的印象只停留在仁菜扇摸摸卡那一巴掌了，后面的剧情实在是有点水,6,还行,2025-12-26 09:28,sukinishiro,431767,girls band cry
个人认为我心目中所有乐队番中看得最开心的一部作品 3D制作优秀 音乐好听 人物形象鲜明其剧情调度非常优秀 最后一集居然能做到把这么多件事和在一起但节奏依旧舒服 其父女回表白回更是神回 剧情中充满了现实中真实的困境 但在最后却还是用一场童话般的结局结束 个人认为剧情有点不太完整,8,力荐,2025-12-25 22:29,Aether,431767,girls band cry
女主带刺，不让人接近，却渴望被关心，刺是自己的保护体，向谁绽放，又向谁收起，性格麻烦，却又异常懂事，释放自己的正义，却不被理解，因为那是对的事，所以说不管结果如何，我很开心，因为那就是我！和她们相遇之后，就好像花儿见到了阳光，开始绽放！不管是开心，哭泣！从此以后有我们陪着你,10,超神作,2025-12-25 19:37,higudexianshen,431767,girls band cry
优秀的前十集和谜一样的后两集,7,推荐,2025-12-25 10:55,浅轩陌月,431767,girls band cry
爽看,10,超神作,2025-12-24 13:38,milky0217,431767,girls band cry
五人团的四人都有完整的弧光，剧情整体来说并不差，考虑到动画精致程度可以说的上是相当好。但是在符合现实和童话般地解决问题里花田他们选择了两个都要，所以多少有一种差着一口气的感觉，但是似乎也没有更好的选择。,8,力荐,2025-12-24 00:14,香芋,431767,girls band cry
"很直接的精彩的故事，意外的好看?
tomo酱非常萌",9,神作,2025-12-23 18:10,BlueberryChoco,431767,girls band cry
结尾就不摇滚,6,还行,2025-12-23 17:06,nobrainmoyuren,431767,girls band cry
音乐番就是要唱啊！这种摇滚味儿太正了。,9,神作,2025-12-23 15:46,Asan-Acg=Life,431767,girls band cry
7分，作为音乐企划是成功的，作为番剧是失败的，动画人不要命肝出来的划时代3D动画配上个乱七八糟的剧本也是可怜。人设本身没大问题，486可爱捏，但每个人的个人回就很牵强，自身问题都没有解决只是直接被抛弃，后面加入的2位更是一笔带过，重重拿起轻轻放下，剧情很割裂。卖歌方面，天赋主唱炫技，但说实话不太顺耳，还是说这个风格本身就很吵闹，不过能大卖估计是我落伍了，还有这个团名，嗯，真的就这样，还火了？行吧。,7,推荐,2025-12-23 03:41,憨居小朋友,431767,girls band cry
唯二的遗憾就是预制live和没有第二季,8,力荐,2025-12-22 19:24,luzy,431767,girls band cry
歌不赖,7,推荐,2025-12-21 12:22,一夜纸鱼,431767,girls band cry
第8集达到情绪最高点，后续不能说不好看，但是总感觉差一口气；第9集tomo回，感觉就是小孩子不会说话，情商低了；第10集跟父亲和解，情感表达感觉太含蓄了，对我没太大触动；11音乐回，歌感觉一般，没mv画面好看；第12集给13集垫了，希望能来个大的,8,力荐,2025-12-21 03:27,无奈浮竹,431767,girls band cry
"同学推荐。看了前四集，感觉不错，对于同为3渲2的《mygo》来说，剧情变的更精彩，那些放弃乐队的理由也更有逻辑（这里不是说《mygo》不好看，而是一个好，另一个更好），同时也反映了想组乐队出道的梦想在当今社会还是难以实现。
现在看完了",10,超神作,2025-12-20 23:14,尤子然,431767,girls band cry
8.7 后面还是有点仓促,8,力荐,2025-12-19 19:10,にじか,431767,girls band cry
只能说这部作品在我心里没有特殊的位置，但还是非常值得一看,7,推荐,2025-12-19 04:29,skywalker,431767,girls band cry
强有力的3D表现形式，剧情紧凑，音乐也还不错。更多的篇幅集中在了仁菜的成长历程，其他几人的情节比较少；至于乐队整体成长则是在后面结尾的篇幅，结尾太仓促了，以至于显得有些平淡，乐队整体成长不是那么明显突出。,8,力荐,2025-12-18 17:51,Genix,431767,girls band cry
纯偏爱，这真拯救了我，表白无声鱼,10,超神作,2025-12-18 13:41,裴,431767,girls band cry
有第二季就是8分,7,推荐,2025-12-17 11:25,痕太白,431767,girls band cry
